src_ip,dst_ip,src_port,dst_port,protocol,tcp_window0,tcp_window1,tcp_window2,tcp_window3,tcp_window4,tcp_window5,tcp_window6,tcp_window7,tcp_window8,tcp_window9,tcp_window10,tcp_window11,tcp_window12,tcp_window13,tcp_window14,tcp_window15
192.168.10.135,131.130.37.53,35042.0,22.0,6.0,0.022066666666666665,0.1646,0.1646,0.1646,0.022066666666666665,0.022066666666666665,0.1646,0.1646,0.022066666666666665,0.022066666666666665,0.1646,0.1646,0.022066666666666665,0.022066666666666665,0.1646,0.1646
192.168.10.2,194.45.33.29,4500.0,4500.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.10.150,192.168.10.30,49266.0,1883.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
192.168.10.135,131.130.37.53,49666.0,22.0,6.0,0.3117333333333333,0.16345,0.3117333333333333,0.3117333333333333,0.16345,0.3117333333333333,0.3117333333333333,0.16345,0.3117333333333333,0.3117333333333333,0.16345,0.3117333333333333,0.3117333333333333,0.16345,0.3117333333333333,0.3117333333333333
192.168.10.150,208.115.231.210,60325.0,443.0,6.0,0.0042,0.00835,0.0042,0.00835,0.0042,0.00835,0.0042,0.00835,0.0042,0.00835,0.0042,0.00835,0.0042,0.00835,0.0042,0.00835
192.168.10.135,3.127.6.122,48164.0,443.0,6.0,0.022066666666666665,0.00045,0.00045,0.022066666666666665,0.022066666666666665,0.00045,0.022066666666666665,0.022066666666666665,0.00045,0.022066666666666665,0.00045,0.022066666666666665,0.00045,0.022066666666666665,0.022066666666666665,0.00045
192.168.10.32,20.199.120.182,26186.0,443.0,6.0,0.017116666666666665,0.13303333333333334,0.0171,0.0171,0.13128333333333334,0.017083333333333332,0.017083333333333332,0.12953333333333333,0.017083333333333332,0.017083333333333332,0.12778333333333333,0.017066666666666667,0.017066666666666667,0.12603333333333333,0.01705,0.01705
192.168.10.135,131.130.37.53,49662.0,22.0,6.0,0.004933333333333333,0.00835,0.004933333333333333,0.004933333333333333,0.00835,0.004933333333333333,0.004933333333333333,0.00835,0.004933333333333333,0.004933333333333333,0.00835,0.004933333333333333,0.004933333333333333,0.00835,0.004933333333333333,0.004933333333333333
128.130.57.3,192.168.10.23,3000.0,39962.0,6.0,0.008433333333333333,0.00835,0.008433333333333333,0.00835,0.00835,0.008433333333333333,0.00835,0.008433333333333333,0.008433333333333333,0.00835,0.008433333333333333,0.00835,0.008433333333333333,0.00835,0.00835,0.008433333333333333
128.130.135.23,192.168.10.30,34240.0,1883.0,6.0,0.0021,0.0037833333333333334,0.0021,0.0021,0.0037833333333333334,0.0021,0.0021,0.0037833333333333334,0.0021,0.0021,0.0037833333333333334,0.0021,0.0021,0.0037833333333333334,0.0021,0.0021
192.168.10.135,131.130.37.53,49658.0,22.0,6.0,0.004833333333333334,0.00835,0.004833333333333334,0.004833333333333334,0.00835,0.004833333333333334,0.004833333333333334,0.00835,0.004833333333333334,0.004833333333333334,0.00835,0.004833333333333334,0.004833333333333334,0.00835,0.004833333333333334,0.004833333333333334
192.168.10.135,131.130.37.53,49660.0,22.0,6.0,0.004933333333333333,0.00835,0.004933333333333333,0.004933333333333333,0.00835,0.004933333333333333,0.004933333333333333,0.00835,0.004933333333333333,0.004933333333333333,0.00835,0.004933333333333333,0.004933333333333333,0.00835,0.004933333333333333,0.004933333333333333
192.168.10.150,192.168.10.255,5513.0,5512.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.10.135,131.130.37.53,49672.0,22.0,6.0,0.004933333333333333,0.00835,0.004933333333333333,0.004933333333333333,0.00835,0.004933333333333333,0.004933333333333333,0.00835,0.004933333333333333,0.004933333333333333,0.00835,0.004933333333333333,0.004933333333333333,0.00835,0.004933333333333333,0.004933333333333333
192.168.10.135,131.130.37.53,35040.0,22.0,6.0,0.004933333333333333,0.00835,0.004933333333333333,0.004933333333333333,0.00835,0.004933333333333333,0.004933333333333333,0.00835,0.004933333333333333,0.004933333333333333,0.00835,0.004933333333333333,0.004933333333333333,0.00835,0.004933333333333333,0.004933333333333333
192.168.10.135,131.130.37.53,49656.0,22.0,6.0,0.004933333333333333,0.00835,0.004933333333333333,0.004933333333333333,0.00835,0.004933333333333333,0.004933333333333333,0.00835,0.004933333333333333,0.004933333333333333,0.00835,0.004933333333333333,0.004933333333333333,0.00835,0.004933333333333333,0.004933333333333333
128.130.135.23,192.168.10.30,39808.0,1883.0,6.0,0.025616666666666666,0.003916666666666666,0.025616666666666666,0.025616666666666666,0.003916666666666666,0.025616666666666666,0.025616666666666666,0.003916666666666666,0.025616666666666666,0.025616666666666666,0.003916666666666666,0.025616666666666666,0.025616666666666666,0.003916666666666666,0.025616666666666666,0.025616666666666666
128.131.67.19,192.168.10.22,50414.0,22.0,6.0,0.5461,0.5461,0.5461333333333334,0.5461333333333334,0.5461166666666667,0.5461166666666667,0.5461,0.5461,0.5461,0.5461333333333334,0.5461333333333334,0.5461166666666667,0.5461166666666667,0.5461,0.5461,0.5461333333333334
192.168.10.135,3.127.6.122,48380.0,443.0,6.0,0.4866666666666667,0.44745,0.0038166666666666666,0.0038166666666666666,0.00011666666666666667,0.00011666666666666667,0.00011666666666666667,0.00011666666666666667,0.0038166666666666666,0.0038166666666666666,0.00011666666666666667,0.0038166666666666666,0.00011666666666666667,0.004183333333333333,0.00011666666666666667,0.00011666666666666667
128.131.67.19,192.168.10.22,18928.0,22.0,6.0,0.10241666666666667,0.1024,0.1024,0.1024,0.1024,0.1024,0.1024,0.1024,0.10238333333333334,0.10236666666666666,0.10241666666666667,0.10241666666666667,0.10241666666666667,0.10238333333333334,0.10235,0.10233333333333333
192.168.10.23,34.117.65.55,58196.0,443.0,6.0,0.00835,0.00445,0.00445,0.00835,0.00445,0.00835,0.00835,0.00445,0.00445,0.00835,0.00835,0.00445,0.00445,0.00835,0.00835,0.00445
192.168.10.32,40.70.229.150,26668.0,443.0,6.0,1.0,1.0,0.01715,0.01715,0.0342,0.0342,0.01715,0.01715,0.034183333333333336,0.034183333333333336,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.034166666666666665
192.168.10.32,52.179.216.235,26669.0,443.0,6.0,1.0,1.0,0.01715,0.01715,0.0342,0.0342,0.01715,0.01715,0.034183333333333336,0.034183333333333336,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.034166666666666665
192.168.10.32,52.184.213.187,26670.0,443.0,6.0,1.0,1.0,0.01715,0.01715,0.0342,0.0342,0.01715,0.01715,0.034183333333333336,0.034183333333333336,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.034183333333333336
192.168.10.32,239.255.255.250,63733.0,3702.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.10.150,239.255.255.250,1900.0,1900.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.10.23,142.251.36.106,48816.0,443.0,6.0,1.0,1.0,0.008366666666666666,0.008366666666666666,0.008366666666666666,0.008366666666666666,0.004366666666666666,0.004366666666666666,0.00445,0.00445,0.00445,0.00445,0.00835,0.00835,0.00835,0.00445
192.168.10.32,51.104.136.2,26671.0,443.0,6.0,1.0,1.0,0.01715,0.01715,0.2730666666666667,0.2730666666666667,0.2730666666666667,0.01715,0.01715,0.27305,0.27305,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.27303333333333335
192.168.10.32,51.104.136.2,26672.0,443.0,6.0,1.0,1.0,0.01715,0.01715,0.2730666666666667,0.2730666666666667,0.2730666666666667,0.01715,0.01715,0.27305,0.27305,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.27305
192.168.10.32,52.184.214.53,26674.0,443.0,6.0,1.0,1.0,0.01715,0.01715,0.0342,0.0342,0.01715,0.01715,0.034183333333333336,0.034183333333333336,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.034183333333333336
192.168.10.135,35.159.42.141,42628.0,443.0,6.0,0.4866666666666667,0.44745,0.0038166666666666666,0.0038166666666666666,0.00011666666666666667,0.00011666666666666667,0.00011666666666666667,0.00011666666666666667,0.0038166666666666666,0.0038166666666666666,0.00011666666666666667,0.0038166666666666666,0.00011666666666666667,0.004183333333333333,0.00011666666666666667,0.00011666666666666667
192.168.10.32,52.182.143.209,26675.0,443.0,6.0,1.0,1.0,0.01715,0.01715,0.0342,0.0342,0.0342,0.0342,0.01715,0.01715,0.034183333333333336,0.034183333333333336,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334
192.168.10.23,34.117.65.55,58202.0,443.0,6.0,1.0,1.0,0.008366666666666666,0.008366666666666666,0.004366666666666666,0.004366666666666666,0.00835,0.00835,0.00835,0.004366666666666666,0.00835,0.00835,0.00445,0.00835,0.00445,0.00835
192.168.10.23,34.117.65.55,58204.0,443.0,6.0,1.0,1.0,0.008366666666666666,0.008366666666666666,0.004366666666666666,0.004366666666666666,0.00835,0.00835,0.00835,0.00445,0.00445,0.00835,0.00835,0.00445,0.00445,0.00835
192.168.10.32,51.104.136.2,26676.0,443.0,6.0,1.0,1.0,0.01715,0.01715,0.2730666666666667,0.2730666666666667,0.2730666666666667,0.01715,0.01715,0.27305,0.27305,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.27305
192.168.10.32,52.184.214.53,26677.0,443.0,6.0,1.0,1.0,0.01715,0.01715,0.0342,0.0342,0.01715,0.01715,0.034183333333333336,0.034183333333333336,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.034166666666666665
192.168.10.32,40.70.229.150,26678.0,443.0,6.0,1.0,1.0,0.01715,0.01715,0.0342,0.0342,0.01715,0.01715,0.034183333333333336,0.034183333333333336,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.034166666666666665
192.168.10.32,52.184.213.187,26679.0,443.0,6.0,1.0,1.0,0.01715,0.01715,0.0342,0.0342,0.01715,0.01715,0.034183333333333336,0.034183333333333336,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.034166666666666665
192.168.10.32,52.179.216.235,26680.0,443.0,6.0,1.0,1.0,0.01715,0.01715,0.0342,0.0342,0.01715,0.01715,0.034183333333333336,0.034183333333333336,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.034133333333333335
192.168.10.23,142.251.36.74,60212.0,443.0,6.0,1.0,1.0,0.008366666666666666,0.008366666666666666,0.008366666666666666,0.008366666666666666,0.004366666666666666,0.004366666666666666,0.00445,0.00445,0.00445,0.00445,0.00835,0.00835,0.00835,0.00445
192.168.10.32,52.184.216.246,26681.0,443.0,6.0,1.0,1.0,0.01715,0.01715,0.0342,0.0342,0.01715,0.01715,0.034183333333333336,0.034183333333333336,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.034183333333333336
192.168.10.32,52.184.214.53,26682.0,443.0,6.0,1.0,1.0,0.01715,0.01715,0.0342,0.0342,0.01715,0.01715,0.034183333333333336,0.034183333333333336,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.017133333333333334,0.034166666666666665
192.168.10.135,3.127.6.122,48844.0,443.0,6.0,0.4866666666666667,0.44745,0.0038166666666666666,0.0038166666666666666,0.00011666666666666667,0.00011666666666666667,0.00011666666666666667,0.00011666666666666667,0.0038166666666666666,0.0038166666666666666,0.00011666666666666667,0.0038166666666666666,0.00011666666666666667,0.004183333333333333,0.00011666666666666667,0.00011666666666666667
